Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1312.001529
NCJ05,OUT018,2461.827113
FDF59,OUT046,1835.168873
NCO05,OUT035,1891.087098
FDW24,OUT018,822.5891178
NCX42,OUT018,2693.602893
NCA53,OUT035,899.453638
FDI45,OUT019,409.6892293
FDG46,OUT046,2011.524239
FDM20,OUT010,518.0222902
FDW11,OUT010,218.8404848
FDX08,OUT035,3095.303522
NCK17,OUT035,769.2730936
FDK32,OUT018,2282.841976
NCA42,OUT035,2760.198024
DRI01,OUT035,2849.3622
NCL55,OUT049,4147.924326
DRE25,OUT018,1317.109664
FDD14,OUT017,3248.989708
FDB10,OUT046,3528.329586
DRN11,OUT035,2474.618131
FDP38,OUT018,806.1566381
NCA30,OUT017,2851.891828
FDT15,OUT017,3078.670474
NCP55,OUT018,838.434156
FDF12,OUT035,2458.641158
FDM21,OUT018,3212.608087
FDX56,OUT035,3778.782811
FDF10,OUT017,2747.1887
FDT32,OUT045,2997.532122
FDM51,OUT018,1330.516755
NCR50,OUT018,2533.831849
FDI19,OUT049,3779.375265
FDX21,OUT017,1741.187221
FDR31,OUT035,2455.857534
FDY02,OUT013,4126.974485
NCA29,OUT045,2947.486144
NCX17,OUT046,3396.815634
FDM12,OUT045,2856.655813
FDI53,OUT027,4036.203418
NCU30,OUT049,3076.709233
FDC56,OUT027,3325.160516
FDK27,OUT018,1532.22188
NCK18,OUT017,2995.37493
FDB52,OUT019,502.1228934
DRG25,OUT027,5317.437761
FDZ13,OUT049,937.8687144
FDB57,OUT019,488.2377527
FDR40,OUT046,1410.695289
NCO14,OUT019,154.9576788
NCN19,OUT045,2656.67186
FDQ28,OUT019,329.3447413
FDO13,OUT018,2394.031083
FDK48,OUT013,1130.031791
FDU07,OUT018,2300.191676
FDW20,OUT046,2136.429851
FDV12,OUT010,209.3303439
FDH24,OUT013,2541.204279
FDV59,OUT049,3597.299813
FDK57,OUT045,1674.623588
FDL16,OUT027,1800.761698
NCQ17,OUT046,2493.490178
FDJ15,OUT018,2627.069926
FDX24,OUT049,1462.315082
FDT47,OUT046,1889.736016
FDT10,OUT049,1056.323039
FDZ37,OUT018,1267.181583
FDW43,OUT027,5766.290315
DRN36,OUT017,1532.910179
FDJ14,OUT045,1331.559413
FDA32,OUT013,3566.897939
FDJ38,OUT019,533.5773946
FDQ57,OUT017,2474.143315
NCQ41,OUT019,504.9222178
FDG56,OUT049,1066.919359
DRC13,OUT027,2903.269756
FDV55,OUT035,2651.375439
FDQ49,OUT045,2392.035558
FDE29,OUT010,185.0905579
FDR03,OUT013,3415.543289
FDD45,OUT049,1450.969733
FDN38,OUT010,513.9463806
FDT56,OUT046,922.4649624
FDT48,OUT045,3099.877487
FDU03,OUT049,3217.246757
FDC56,OUT010,231.5732533
NCO43,OUT027,2571.857009
FDQ27,OUT017,1948.813019
FDR03,OUT046,2923.594105
DRH23,OUT010,180.6078322
FDG22,OUT045,702.083092
NCJ42,OUT013,1574.93814
FDR24,OUT046,1434.515684
FDW60,OUT035,3011.515098
FDJ08,OUT013,3032.637578
DRL59,OUT018,841.5541081
FDG60,OUT010,477.2180446
FDW27,OUT017,2373.515115
FDX14,OUT018,1145.613866
FDC20,OUT013,842.5150562
NCS29,OUT018,3591.973725
FDJ56,OUT046,1614.384375
FDB20,OUT019,227.0178776
FDL28,OUT027,5715.874852
FDW01,OUT018,2127.471376
FDL03,OUT046,2892.237295
FDX22,OUT049,4025.842857
FDJ21,OUT035,2912.753361
FDR31,OUT045,2604.471446
FDG21,OUT035,3269.922125
FDS22,OUT027,1733.434228
FDK08,OUT035,1666.474949
FDE17,OUT018,2185.920259
NCN30,OUT017,1660.715249
FDT50,OUT046,1396.068238
NCX42,OUT049,2950.202111
FDJ12,OUT035,3600.669943
NCA18,OUT027,2873.239981
FDP23,OUT019,462.5110185
FDX12,OUT013,4100.75957
FDN40,OUT018,2196.003876
FDV48,OUT035,1327.649913
NCY54,OUT013,2884.853995
FDL16,OUT010,180.9955017
FDR45,OUT018,2749.056925
FDJ52,OUT046,2556.419069
DRG01,OUT017,1309.883067
FDP52,OUT013,3969.335051
FDU58,OUT017,3097.772819
FDL02,OUT045,1660.651317
FDG28,OUT013,3888.08575
FDA19,OUT035,2020.055525
FDW46,OUT027,2096.724813
NCD43,OUT049,1670.957778
DRG39,OUT013,766.7896909
NCF55,OUT049,862.3951536
FDJ07,OUT046,1996.741912
FDE08,OUT046,2428.07652
FDP56,OUT019,173.3637909
FDT45,OUT045,859.3686886
FDF17,OUT018,2873.769353
FDX44,OUT046,1385.271945
FDM28,OUT027,5050.073094
FDI36,OUT049,3507.50074
FDS07,OUT045,1728.099096
FDD36,OUT045,1891.540686
FDW11,OUT046,1053.324953
FDN40,OUT049,2374.280332
NCQ18,OUT049,1662.911879
NCQ54,OUT017,3060.079886
NCS42,OUT045,1595.671511
DRH39,OUT010,188.9396672
FDC09,OUT027,2864.638263
FDT08,OUT010,349.7884975
FDC08,OUT035,3902.487764
FDT20,OUT017,716.4735074
FDS35,OUT035,1239.96946
FDX58,OUT018,2872.2264
FDW58,OUT046,1920.890483
DRD27,OUT046,1440.646794
FDH32,OUT019,233.1505389
FDS26,OUT035,4327.076203
FDQ31,OUT046,1461.359509
FDP11,OUT018,3225.245373
FDD58,OUT017,1694.827613
FDM33,OUT045,3292.870933
FDZ16,OUT049,3368.885358
NCS29,OUT010,548.7495219
NCM18,OUT019,199.1319264
FDP11,OUT049,3532.530295
NCC42,OUT017,2178.018168
DRM23,OUT046,2667.602914
NCN55,OUT027,4659.387397
FDK46,OUT013,4034.378884
FDR01,OUT046,3536.519228
NCA05,OUT045,2250.890491
NCP43,OUT017,2918.551577
FDR12,OUT010,366.7335476
FDQ01,OUT013,3637.294708
FDM13,OUT046,1908.156258
FDQ19,OUT017,4016.928513
FDK56,OUT019,429.5268129
NCX06,OUT010,459.0411075
FDO56,OUT027,3225.742257
FDU45,OUT045,1862.049456
FDI16,OUT019,168.4264914
FDL32,OUT046,2025.016102
FDA07,OUT046,2202.238911
FDA14,OUT045,2296.614716
FDV46,OUT027,3151.085603
NCO07,OUT035,3402.050547
NCP41,OUT046,1889.610946
FDY60,OUT018,1546.929145
FDN38,OUT017,3708.423506
FDO15,OUT046,1211.197407
FDT60,OUT013,2139.529495
FDA55,OUT035,4101.497391
FDE02,OUT010,228.9869877
DRJ39,OUT049,3437.034348
FDV34,OUT035,1369.259419
FDS20,OUT027,5342.859632
FDF02,OUT027,2872.13259
FDW40,OUT017,2280.159735
NCB43,OUT046,2762.364292
FDR58,OUT017,1487.76399
DRJ59,OUT035,874.1399826
NCD30,OUT017,1727.839845
FDE14,OUT017,1755.000905
FDC28,OUT018,1394.766552
FDU16,OUT018,1258.639921
NCD19,OUT035,957.4025959
FDU21,OUT046,776.6006423
FDV59,OUT027,5018.40881
FDU03,OUT045,2886.985455
FDC33,OUT010,473.6621647
NCR42,OUT035,746.8129571
DRH59,OUT035,1348.737016
NCM31,OUT035,2184.138419
FDS50,OUT035,3783.640295
FDP39,OUT046,876.5460378
FDQ55,OUT013,1975.282911
FDV36,OUT019,271.5760231
FDI05,OUT027,2419.65973
FDS45,OUT027,2809.765133
FDA39,OUT045,817.668165
FDC37,OUT010,224.7105934
FDJ60,OUT027,4421.747842
DRQ35,OUT046,2109.281255
NCJ06,OUT046,1969.015748
NCY42,OUT018,2211.724869
DRM37,OUT049,3273.213561
FDR14,OUT045,874.1005264
FDE51,OUT049,822.7996895
FDT33,OUT017,2780.326793
FDR08,OUT013,1725.235343
FDE36,OUT010,411.5654083
FDL22,OUT019,275.1548292
FDR44,OUT013,2063.836643
FDI56,OUT019,255.4533613
FDE47,OUT010,276.8451957
FDV27,OUT010,212.5103268
FDV10,OUT049,878.1388973
FDC40,OUT045,1280.717914
NCX41,OUT013,3512.753696
NCQ38,OUT027,2613.081766
FDV12,OUT027,2705.861709
FDE52,OUT017,1409.002799
FDG20,OUT027,4614.425544
FDV16,OUT027,1673.13222
FDI32,OUT017,2267.964071
FDJ32,OUT049,1027.175041
FDN39,OUT018,2467.786125
FDY34,OUT017,2978.252562
FDC14,OUT035,867.4246212
FDA55,OUT017,4482.971771
FDZ50,OUT010,513.6670376
DRG13,OUT049,2634.009668
FDP01,OUT013,2480.178513
NCG54,OUT017,2840.373658
FDM13,OUT045,1762.316875
NCO18,OUT027,4944.968977
NCW41,OUT013,2649.620285
FDM52,OUT027,3828.175778
NCF55,OUT035,858.0927744
FDT09,OUT046,2184.914931
NCM19,OUT035,1773.840604
FDW12,OUT018,2189.053485
FDP15,OUT019,623.7742233
FDK36,OUT045,928.5041316
FDZ25,OUT035,2971.155626
NCW06,OUT049,3323.813807
FDW60,OUT046,3222.222765
DRC49,OUT013,2501.702072
NCT17,OUT035,3080.126153
NCN06,OUT018,2400.073101
FDC45,OUT013,2842.141442
DRJ47,OUT019,470.2701038
NCF06,OUT045,3429.793282
FDE21,OUT010,258.0596499
DRG27,OUT013,687.423509
FDW40,OUT049,2045.023888
NCO53,OUT046,2879.560111
FDE23,OUT049,866.017519
FDQ16,OUT046,1741.477822
FDS26,OUT045,3835.61013
FDZ13,OUT010,172.842575
FDS14,OUT049,2525.135694
FDC10,OUT045,1707.201306
FDY16,OUT049,3279.645198
FDJ20,OUT035,2069.323422
FDV43,OUT035,793.2730624
FDZ32,OUT027,2857.462407
FDR23,OUT046,2910.19497
FDN24,OUT035,891.1906301
FDE34,OUT027,4974.370271
FDU31,OUT013,3552.129454
FDW33,OUT018,1519.349607
FDU26,OUT046,1817.310549
FDE20,OUT027,4411.004596
NCW05,OUT035,1831.13723
FDB22,OUT018,2389.667829
FDO56,OUT046,2028.064363
FDA19,OUT027,3555.760266
DRI39,OUT045,894.0774309
FDH52,OUT018,840.7152569
FDZ50,OUT035,3582.893247
NCN42,OUT035,2750.137879
FDB53,OUT013,2613.176489
DRG11,OUT017,1873.592352
DRK11,OUT027,3627.050039
FDQ60,OUT017,1985.768044
FDT36,OUT017,752.2116378
DRG25,OUT018,2749.205676
DRJ23,OUT046,3000.397919
FDG05,OUT035,2578.212801
NCK06,OUT018,1869.619094
FDU52,OUT017,2390.507617
FDW07,OUT018,1303.927415
NCM17,OUT045,824.0758855
FDA22,OUT045,2828.042884
NCA41,OUT018,2842.071459
FDF38,OUT035,924.1662646
FDH52,OUT046,1042.81432
FDY58,OUT019,492.9878372
FDZ16,OUT045,3118.294318
NCM18,OUT017,1161.256922
FDA22,OUT018,2421.36406
NCJ43,OUT035,3033.958852
FDI34,OUT027,5814.493652
FDG56,OUT046,1139.23869
FDS34,OUT046,1992.812418
DRC01,OUT035,937.3001007
FDQ04,OUT035,800.3879121
FDK04,OUT035,874.271807
FDT51,OUT049,1842.129387
FDV26,OUT017,3562.258288
FDS04,OUT049,2064.421278
FDW43,OUT018,2876.03206
FDQ28,OUT010,350.6379485
NCK06,OUT017,2015.32882
FDS23,OUT018,2023.909639
FDZ36,OUT019,486.2127561
FDE56,OUT018,861.102396
FDW10,OUT027,5071.460231
NCN14,OUT045,2789.03464
NCQ18,OUT045,1677.624488
FDW08,OUT017,1720.787098
FDU43,OUT035,4118.703852
FDR33,OUT010,275.1213723
FDM24,OUT010,353.0543819
NCZ05,OUT046,1798.544448
NCV41,OUT035,1991.166773
FDV11,OUT018,2897.49407
NCY05,OUT035,739.3506319
FDV44,OUT018,2778.784895
FDW32,OUT049,1374.837161
NCU18,OUT027,3216.742534
NCC43,OUT035,3620.552772
FDW19,OUT013,1768.469756
FDN31,OUT035,3135.742163
FDI48,OUT045,821.2717937
FDS24,OUT017,1448.754449
FDF46,OUT049,2021.262097
DRG23,OUT017,2336.146599
FDG14,OUT018,2328.600093
NCY30,OUT049,3187.038101
FDO28,OUT018,1840.1642
DRD24,OUT035,2081.752846
FDI33,OUT049,1548.35045
FDN32,OUT046,2873.2322
FDR16,OUT045,3570.312268
FDF26,OUT046,2551.228775
NCN29,OUT018,766.8513868
FDE20,OUT045,3021.980116
FDA46,OUT046,3042.164959
FDU28,OUT045,2792.029343
FDQ48,OUT045,1580.381806
FDV36,OUT013,2179.73141
FDR14,OUT018,846.1451914
FDP23,OUT017,3735.389623
FDP56,OUT013,823.9683356
FDK48,OUT010,171.2445861
FDR48,OUT046,2531.134003
NCY29,OUT049,926.3947059
FDM22,OUT018,815.9222191
DRJ01,OUT013,2593.886396
FDZ43,OUT045,3984.584002
FDV03,OUT035,2721.158178
FDX11,OUT027,4932.149864
NCA41,OUT027,5074.699408
FDE38,OUT017,2634.71836
FDI27,OUT018,817.8907687
FDN32,OUT013,3167.52961
NCN43,OUT017,2089.79606
FDB47,OUT027,5226.538695
FDV03,OUT017,2594.61107
NCN30,OUT045,1503.869499
NCV54,OUT010,259.9070999
FDV07,OUT013,1603.369237
FDP07,OUT049,3139.095448
FDK48,OUT018,1017.485167
FDM15,OUT019,347.9782721
FDY19,OUT027,3141.68393
FDK46,OUT046,3575.610456
FDY11,OUT045,1154.389324
FDH09,OUT046,940.4430879
FDO08,OUT027,4476.916123
FDU14,OUT013,4041.116501
FDD22,OUT027,3161.064022
FDM27,OUT017,2624.35215
FDL02,OUT027,2822.884902
NCA17,OUT035,2438.109435
FDE38,OUT019,500.843083
NCG07,OUT049,3402.369607
DRC27,OUT013,4108.742232
FDA27,OUT035,3988.090416
FDW40,OUT045,2032.886275
DRI11,OUT013,1983.168229
FDN50,OUT046,1685.156141
FDR12,OUT046,2918.092637
FDT34,OUT027,3066.139634
FDW11,OUT035,1195.727293
NCO30,OUT027,4814.30907
FDZ34,OUT017,3434.461044
FDU45,OUT017,1975.226154
NCD42,OUT035,807.6262633
FDX25,OUT045,2787.555105
NCR29,OUT046,932.9816218
FDX43,OUT019,454.7630806
FDB04,OUT010,192.5269784
FDR49,OUT027,1857.48238
FDS39,OUT018,1670.248052
FDW58,OUT045,1596.455212
FDG22,OUT019,153.3350622
FDG31,OUT017,1026.100628
NCV53,OUT027,5306.646419
DRJ37,OUT035,2633.743629
FDV07,OUT035,1792.434515
FDW52,OUT018,2274.027655
FDT15,OUT045,2783.537848
FDD02,OUT018,1705.251874
FDM16,OUT035,1262.205076
NCE55,OUT046,2768.206708
FDB57,OUT018,2924.555275
FDQ04,OUT013,758.8306782
FDQ47,OUT019,187.3463865
FDY14,OUT019,525.0931807
DRK37,OUT017,3124.425319
FDO25,OUT017,3377.369003
FDL57,OUT046,3912.097961
NCK29,OUT018,1779.496585
FDK46,OUT027,5749.253178
NCB43,OUT010,493.8822448
DRE01,OUT027,5246.449561
FDC46,OUT018,2859.278958
FDQ23,OUT045,1683.294684
FDX38,OUT049,869.9516057
FDG60,OUT018,3243.454548
FDW55,OUT017,4485.666056
FDP39,OUT013,753.5951354
FDB20,OUT018,1113.566418
FDV21,OUT017,2204.265908
FDZ02,OUT013,1405.80513
FDP19,OUT027,3528.119417
FDA38,OUT035,3934.764402
FDH22,OUT045,1878.140581
DRM11,OUT045,3645.123207
FDO12,OUT027,5054.265805
FDT14,OUT049,1898.839505
FDW34,OUT010,504.5099798
FDG04,OUT027,4930.138646
FDW59,OUT018,1228.984591
FDR33,OUT018,1560.87146
FDP32,OUT013,1923.417581
FDL13,OUT027,5784.976841
FDD22,OUT013,1952.892846
FDV40,OUT027,2049.141611
NCD55,OUT046,720.7252137
FDQ20,OUT010,155.3533575
FDD28,OUT045,830.5613703
FDC39,OUT045,3355.894969
NCR17,OUT049,1903.558151
DRO35,OUT018,1458.307572
FDF40,OUT049,3746.143199
FDR31,OUT018,2226.310131
NCQ41,OUT017,3003.002577
FDP38,OUT046,868.3425236
NCU54,OUT027,5339.717681
FDG22,OUT018,731.2684917
DRK59,OUT013,3783.096228
FDC37,OUT046,1765.718987
NCO42,OUT013,2626.516825
NCT42,OUT017,2431.068701
FDX27,OUT035,1502.345261
FDV40,OUT018,953.0659539
FDT45,OUT027,2072.928572
FDS47,OUT019,276.0935263
FDR45,OUT035,4163.572124
FDB03,OUT045,3745.482396
FDO49,OUT035,901.2006734
FDU60,OUT027,4393.676964
FDB26,OUT018,804.3205722
FDB46,OUT017,3850.937182
FDQ37,OUT019,553.0897511
FDN03,OUT017,4330.947618
NCX30,OUT045,3648.594376
FDK32,OUT019,341.4704116
DRM47,OUT013,2985.71423
NCO02,OUT046,1213.807746
FDP04,OUT013,956.2570068
NCO43,OUT049,1788.241019
FDD59,OUT013,1395.097008
FDQ10,OUT017,3085.562137
FDW45,OUT035,2854.485403
NCK30,OUT049,4120.443132
FDU31,OUT018,2770.886582
NCQ17,OUT019,365.6820035
FDN01,OUT017,2852.02806
FDZ19,OUT049,2990.530768
DRG37,OUT017,2585.594365
FDE32,OUT045,690.4943433
FDO34,OUT049,2792.784666
FDM04,OUT019,154.0024611
FDZ25,OUT049,2825.526411
FDU08,OUT049,1496.99957
NCW30,OUT045,3312.426482
NCM18,OUT013,944.8557749
FDS22,OUT035,850.411748
NCH18,OUT017,3763.616326
FDC23,OUT013,3175.661059
FDY46,OUT013,2954.980724
NCU06,OUT046,3522.689341
FDX57,OUT045,1557.04304
FDX36,OUT027,5368.519778
FDL16,OUT045,900.4318313
FDT16,OUT010,591.2567498
FDN16,OUT018,1398.54172
FDC03,OUT046,3362.527709
DRF60,OUT013,4138.559452
FDS27,OUT027,5270.726625
FDP33,OUT010,579.722292
FDJ36,OUT018,1432.953829
NCR42,OUT013,624.2217639
FDV14,OUT017,1350.124423
NCP42,OUT035,3059.671273
FDB50,OUT027,2508.480494
NCC30,OUT027,4656.242432
FDA23,OUT018,1447.303922
FDW16,OUT017,1396.602048
FDQ52,OUT010,551.6699141
FDB58,OUT049,2294.890418
NCP29,OUT049,1038.490437
NCM05,OUT045,4064.133979
FDO25,OUT013,3533.072441
NCM54,OUT046,2070.780746
NCL54,OUT046,2843.435631
FDL39,OUT010,528.5874194
FDF53,OUT018,2565.347115
NCQ42,OUT035,2053.938167
FDF58,OUT013,992.1212578
FDZ04,OUT035,1100.661074
FDE26,OUT019,315.9185675
FDS60,OUT017,2875.140849
FDV58,OUT017,2929.546407
FDM04,OUT045,840.185825
FDE08,OUT035,2712.025007
NCB43,OUT049,3305.00569
FDU11,OUT010,322.9205513
FDF22,OUT019,446.8368174
FDE24,OUT013,2327.809647
DRJ49,OUT046,2068.964679
NCQ53,OUT035,4246.674759
NCL41,OUT013,642.174366
FDR22,OUT013,1887.398103
FDH04,OUT035,1490.825319
DRH15,OUT045,745.1839874
FDY40,OUT049,881.5725553
NCI17,OUT035,1834.381497
NCC18,OUT013,2715.303928
FDY28,OUT027,5412.593907
FDB45,OUT027,3054.797153
NCL30,OUT018,1942.87519
FDM10,OUT017,3895.858475
FDH22,OUT027,3263.919235
NCZ53,OUT017,2913.960312
NCI18,OUT013,3592.590163
FDH14,OUT027,3154.090351
FDR36,OUT027,1762.259167
FDW01,OUT045,2528.844567
FDK02,OUT027,2934.233074
FDJ02,OUT018,2086.617023
FDU55,OUT013,4830.966959
NCV18,OUT027,2482.9276
FDH14,OUT018,1590.394634
FDZ37,OUT045,1417.447423
FDX49,OUT049,3754.491192
NCD43,OUT046,1658.226687
FDZ07,OUT013,1055.828614
FDK43,OUT035,2052.335175
FDR32,OUT018,3042.604749
FDT39,OUT013,2524.577241
NCV54,OUT017,1987.006532
FDF38,OUT018,664.3795906
FDV60,OUT046,3068.992289
FDH44,OUT027,4104.842676
FDS21,OUT046,1068.866038
NCL41,OUT045,702.7528366
FDM46,OUT017,1718.854339
FDU27,OUT045,948.7844518
NCJ54,OUT017,3782.41661
DRG51,OUT018,2346.423982
NCA29,OUT019,362.8162546
FDR47,OUT045,2827.194445
NCL19,OUT027,3068.896818
DRG01,OUT049,1213.643316
FDG10,OUT046,1039.192284
NCV05,OUT049,2543.928865
NCH18,OUT019,478.1669777
FDV14,OUT018,1275.401718
DRJ23,OUT035,3411.971969
DRJ11,OUT046,2981.241834
FDZ03,OUT017,3622.857439
FDI27,OUT010,131.6803785
FDJ14,OUT018,1183.178833
FDU32,OUT017,2002.952335
FDD47,OUT027,4342.978282
DRF36,OUT035,3150.119406
FDM21,OUT046,3705.81384
FDV10,OUT018,759.163712
FDH60,OUT018,2886.438284
FDX47,OUT010,414.8407662
FDT19,OUT019,414.2789944
FDO11,OUT045,3936.029819
FDH24,OUT027,4446.585884
FDL02,OUT018,1307.768114
FDB02,OUT049,2741.974494
FDA43,OUT046,2929.655454
FDG52,OUT045,769.9226425
DRC12,OUT013,3144.838307
FDY37,OUT018,1565.305088
NCU18,OUT045,1929.477087
FDU09,OUT035,1020.605732
DRJ25,OUT027,1826.778118
DRE12,OUT018,1831.62975
DRL47,OUT017,2027.110466
DRK01,OUT046,1484.050352
FDC22,OUT019,461.7599238
FDG44,OUT013,943.0487203
FDW04,OUT035,2044.276555
FDK09,OUT049,3695.190222
NCN43,OUT035,2138.284176
FDG04,OUT049,3123.997178
FDH32,OUT010,200.1683563
DRI47,OUT017,2577.522506
DRE15,OUT013,1078.880841
FDY11,OUT035,1176.811546
FDO60,OUT049,862.8715198
FDQ20,OUT018,666.8882148
FDO57,OUT027,4464.5948
FDT14,OUT019,272.2881204
FDA57,OUT049,895.5717635
DRN35,OUT017,797.2661926
FDJ03,OUT046,820.3769089
FDX28,OUT017,1762.72159
DRE25,OUT045,1418.358901
FDR09,OUT046,3591.054263
FDB23,OUT035,4017.514881
FDO08,OUT045,2687.686008
FDQ23,OUT049,1821.746707
FDW04,OUT013,1912.502354
DRK13,OUT010,462.915672
NCL17,OUT027,3257.821485
FDY21,OUT035,3178.173111
FDJ38,OUT027,5096.967062
FDA37,OUT019,285.1535258
FDV43,OUT013,754.5790941
FDL36,OUT046,1544.633848
FDD53,OUT045,706.8315916
FDZ19,OUT010,423.438676
FDV21,OUT045,1865.421235
NCL54,OUT018,2413.320436
DRI47,OUT027,3577.017741
DRG03,OUT049,2586.382638
FDG21,OUT013,2950.647495
FDW03,OUT018,1462.308078
NCI55,OUT046,2144.513835
DRC36,OUT019,462.2400081
FDH22,OUT017,2000.107233
FDV20,OUT045,1858.36326
NCU41,OUT027,4736.586135
FDN46,OUT027,2853.771105
FDK50,OUT045,2532.489669
NCA05,OUT027,4145.465442
DRH01,OUT018,2593.728096
FDT08,OUT018,2232.709361
FDM08,OUT018,2905.244724
FDZ07,OUT035,1223.439694
FDS22,OUT017,819.9741194
FDV35,OUT027,3942.037183
FDI28,OUT010,189.6919522
FDW58,OUT027,3047.089939
FDT52,OUT045,4084.353138
FDY34,OUT046,2741.278475
FDR10,OUT046,2589.98081
FDK57,OUT017,1969.609231
FDR02,OUT027,2722.517686
FDX49,OUT046,3830.536284
FDQ20,OUT046,804.4828131
DRK23,OUT045,3700.262684
NCW06,OUT046,2911.697902
FDR31,OUT017,2527.698881
NCE43,OUT013,2921.845676
DRO59,OUT027,2308.518864
FDN09,OUT049,4215.359666
FDR11,OUT046,2808.097387
FDO57,OUT013,2670.174999
NCX18,OUT017,3283.477193
FDB05,OUT018,3256.202765
FDQ08,OUT018,861.4496958
NCG43,OUT035,1709.919473
FDJ56,OUT013,1592.731875
FDA13,OUT010,157.0001662
FDO56,OUT017,1902.429729
FDB37,OUT018,3239.509584
FDZ02,OUT018,1317.279384
FDQ24,OUT046,3965.441268
FDM16,OUT013,1079.174569
FDU35,OUT049,1732.599949
FDT35,OUT035,2890.567603
NCX30,OUT049,4100.456906
FDG04,OUT017,3192.456094
FDI12,OUT035,1335.467927
FDE35,OUT035,1144.933307
NCP14,OUT027,2665.980985
NCY53,OUT045,1703.748309
FDP49,OUT017,846.3024424
FDQ04,OUT017,825.6251122
FDM39,OUT035,3226.079248
FDO58,OUT019,394.0778179
FDC56,OUT017,2008.046901
NCQ54,OUT046,2728.593055
FDV10,OUT027,1719.721687
NCK17,OUT046,745.5110319
NCF55,OUT027,1583.342692
FDV33,OUT013,4086.047653
NCH29,OUT019,256.2961758
FDA37,OUT027,3195.739599
FDH46,OUT018,1469.835871
FDS25,OUT035,1956.742758
FDH04,OUT027,2525.552971
FDX52,OUT046,3196.633398
NCD42,OUT017,717.0865213
FDW47,OUT017,2010.845447
FDL25,OUT027,2843.734434
NCJ06,OUT010,248.2441495
FDY09,OUT013,3015.359667
FDS40,OUT046,811.3987689
FDH41,OUT017,3698.506383
FDG38,OUT035,1524.038612
FDU03,OUT027,4968.380307
FDV20,OUT046,2148.782259
DRB13,OUT045,2791.865847
NCQ30,OUT013,1718.883533
NCH06,OUT013,3829.991547
FDU50,OUT018,1689.339906
NCO42,OUT019,320.0076425
FDW09,OUT018,1014.500022
FDH04,OUT013,1376.906325
FDC21,OUT045,1488.822207
FDL21,OUT049,909.3085152
FDM46,OUT010,241.8384182
FDT22,OUT019,196.697665
FDB28,OUT035,3262.425018
FDI12,OUT018,1340.221117
FDA28,OUT045,1766.835878
FDF59,OUT013,1797.950174
FDM45,OUT027,3192.138911
FDQ56,OUT017,1418.125729
FDR46,OUT049,2505.520795
FDT01,OUT013,3206.08395
FDD16,OUT027,2310.508225
NCU30,OUT010,422.6310713
FDM40,OUT010,367.2994742
FDI56,OUT035,1731.764846
NCS30,OUT013,2014.768267
FDU08,OUT017,1616.819711
FDX51,OUT027,5421.035982
FDA43,OUT045,2745.623801
FDX59,OUT010,183.5483498
FDC37,OUT018,1418.108235
FDP58,OUT013,3533.429295
NCY42,OUT035,2212.57811
FDF21,OUT018,2700.946116
FDU10,OUT027,1652.03043
DRL47,OUT018,1586.56947
FDA58,OUT018,2703.712858
FDJ22,OUT049,3062.355799
FDK50,OUT046,2585.197167
FDO38,OUT035,1433.851164
DRF60,OUT035,4088.307253
NCZ42,OUT019,478.091384
FDD35,OUT049,1930.021703
FDL25,OUT045,1334.549322
FDJ16,OUT013,808.6533021
DRK59,OUT049,3876.436774
FDI50,OUT046,3988.35092
NCB19,OUT045,1624.746484
DRI37,OUT035,1042.959052
FDA14,OUT027,3753.375732
FDC08,OUT018,3001.550661
FDS45,OUT046,2108.479899
FDI21,OUT049,1228.485768
DRJ47,OUT035,3005.406491
DRE37,OUT027,4855.742985
FDT55,OUT018,2446.531545
NCG42,OUT027,3158.009447
FDA31,OUT049,2959.043415
NCW42,OUT046,3362.01686
FDF50,OUT017,3175.978559
FDK56,OUT049,3369.119283
FDX10,OUT035,828.6079342
NCK07,OUT027,4122.201685
FDZ49,OUT017,3634.731104
FDR33,OUT013,1717.056721
FDO44,OUT018,1442.769573
FDA20,OUT046,3074.347092
NCL30,OUT045,1788.075251
FDI05,OUT019,191.6815278
FDQ12,OUT018,3032.307918
FDH47,OUT017,1770.262352
FDH34,OUT018,2793.032409
FDF29,OUT046,2139.33759
FDG40,OUT018,615.6780849
NCE18,OUT017,4136.067805
FDP21,OUT010,454.4537523
FDY50,OUT013,1453.376009
FDB36,OUT049,2122.554811
NCZ29,OUT049,2038.076221
FDU20,OUT018,1558.627222
FDO56,OUT013,1899.235219
FDW31,OUT049,3173.022462
DRH59,OUT013,1058.861643
NCB30,OUT017,3259.608799
FDK43,OUT027,3173.954443
FDW43,OUT045,3758.24639
NCL19,OUT017,2269.661878
FDJ27,OUT046,1663.324985
FDC45,OUT046,2590.411705
FDY40,OUT035,840.9179917
NCM41,OUT035,1553.794488
NCK18,OUT019,482.9522384
FDP37,OUT049,2012.717622
FDA27,OUT027,6057.226163
NCX30,OUT035,3883.816529
FDR09,OUT017,4155.547941
FDG08,OUT027,4570.930062
NCU30,OUT013,2742.2418
FDB16,OUT017,1391.665818
FDM16,OUT017,1228.122798
FDC48,OUT013,1239.952277
NCF18,OUT046,2783.287945
FDU46,OUT018,1281.370329
FDH41,OUT018,3251.390612
NCN42,OUT010,397.6108134
FDU49,OUT046,1495.888697
FDB20,OUT027,2545.227862
FDG50,OUT019,281.6705439
